y;x
30.3527159210294;1
83.6752124000806;2
8.61588503308594;3
107.816442160122;4
86.4367128414102;5
102.023615152389;6
67.1450681649614;7
100.34167372128;8
75.0721876288764;9
111.089019754995;10
